id,titre,theme,mots_cles,producteur,type_prod,frequence,licence,modifie,lignes,description
dette-garantie,Dette garantie,Administration et Finances Publiques,"budget,dette,DFA",Direction des Finances et des Achats - Ville de Paris,,,Open Database License (ODbL),2026-07-01,147071,"Le dataset ""Dette garantie de la Ville de Paris "" présente la décomposition de la dette garantie par la collectivité parisienne. La dette garantie par la collectivité parisienne comprend principalement des emprunts souscrits par les bénéficiaires de garantie pour des opérations de logement social. Les autres garanties concernent essentiellement des opérations d'aménagement et des garanties au profit d'associations."" Nom de la colonne Description Année de Publication Année du Compte Administratif pour lequel les données ont été publiées Collectivité En comptabilité, le terme ""nature"" désigne le"
participation-citoyenne-consultations-numeriques-2025,Participation citoyenne - Consultations numériques 2025,Citoyenneté,"démocratie participative,consultation,concertation","DDCT - Direction de la Démocratie, des Citoyen.ne.s et des Territoires",,,Licence Ouverte (Etalab),2026-06-16,0,"Budget Participatif, consultations, conférences citoyennes sur les projets stratégiques de la municipalité, instances de participation citoyenne… À Paris, les habitantes et habitants peuvent prendre part à de nombreuses initiatives pour co-construire la politique publique. Vous trouverez ici les exports des contributions aux consultations publiques réalisées en 2025 sur la plateforme décider.paris : Paris Data : Paris accessible ? - Questionnaire - 30 janvier au 31 mai 2025 Quelle(s) place(s) pour les animaux à Paris ? - Questionnaire - 4 février au 4 avril 2025 Paris : ville active et sportiv"
registre-des-autorisations-de-changement-dusage-pour-les-meubles,Registre des autorisations de changement d'usage pour les meublés touristiques,Urbanisme et Logements,"logement,meublés,touriste,DLH",Direction du Logement et de l'Habitat - Ville de Paris,,ANNUAL,Open Database License (ODbL),2026-06-05,265,Les autorisations recensées dans cette liste concernent les locations de meublés touristiques d'une durée supérieure à 4 mois par an pour les résidences principales et pour toute location en dehors de la résidence principale. NB: des locations de meublés touristiques peuvent aussi être réalisées légalement sur des locaux non référencés dans cette liste comme meublés (par ex dans un local à usage commercial)
lieux-municipaux,Lieux municipaux,"Equipements, Services, Social","lieux,équipement,Ville de Paris",Direction de la Communication - Ville de Paris,,,Open Database License (ODbL),2026-05-27,3694,"Ce jeu de données recense les lieux municipaux référencés dans une application dédiée de la Ville de Paris qui permet de créer des fiches sur paris.fr. Sur ces fiches vous pouvez retrouver plus de détails (horaires, tarifs, labels…) Chaque lieu est catégorisé en fonction de son type (parcs, piscines, bibliothèque)."
statistiques_de_creation_d_actes_d_etat_civil_par_mois,Statistiques de création d'actes d'état-civil par mois,Citoyenneté,"Naissance,mariage,décès,reconnaissance,DDCT,PACS,état-civil","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2026-05-20,1301,"Comptabilité des d'actes d'état-civil correspondant aux naissances, reconnaissances, mariages, PACS et décès par mois depuis 2004. Les statistiques des PACS enregistrés à Paris ont été ajoutés à partir du 1er novembre 2017 (depuis la date du transfert de compétence de PACS aux communes). Ce jeu de données a été publié en parallèle au jeu de données Statistiques de création d'actes d'état-civil par arrondissement"
statistiques_de_creation_d_actes_d_etat_civil_par_arrondissement,Statistiques de création d'actes d'état-civil par arrondissement,Citoyenneté,"Naissance,mariage,décès,reconnaissance,DDCT,PACS,état-civil","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2026-05-20,2197,"Comptabilité des d'actes d'état-civil correspondant aux naissances, reconnaissances, mariages PACS et décès par arrondissement depuis 2004. Les statistiques des PACS enregistrés à Paris ont été ajoutés à partir du 1er novembre 2017 (depuis la date du transfert de compétence de PACS aux communes). Ce jeu de données est publié en parallèle du jeu de données Statistiques de création d'actes d'état-civil par mois"
inventaire-des-emissions-de-gaz-a-effet-de-serre-du-territoire,Inventaire des émissions de Gaz à Effet de Serre (GES) du territoire Parisien,Environnement,"GES,Carbone,Climat,bilan comptable,OBS-TES,DTEC",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,TRIENNIAL,Open Database License (ODbL),2026-05-19,8,"Jeu de données inventoriant annuellement les émissions de Gaz à Effet de Serre par secteurs d'activités. Les exercices d'inventaires des émissions de Gaz à Effet de Serre (GES) permettent d’identifier la contribution de chaque secteur d’activité, les émissions générées par nos modes de vie et l’influence des politiques locales, nationales ou européennes. L'inventaire des émissions de Gaz à Effet de Serre (GES) du territoire parisien est suivi depuis l'année de référence 2004. Depuis, dans le cadre du Plan Climat, la Ville de Paris suit l’impact carbone de son action (2009, 2014, 2018, 2019, 20"
energies-energie-totale-consommee-a-paris,Energies - Energie totale consommée à Paris,Environnement,"Energies,Electricité,Gaz,Fioul,Biomasse,Réseau de chaleur,plan climat,Climat,OBS-TES,DTEC",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,ANNUAL,Open Database License (ODbL),2026-04-30,10,"Indicateur reposant sur le bilan énergétique du territoire réalisé chaque année. Il prend en compte la consommation d des différents secteurs (résidentiel, tertiaire, etc.) et des différents vecteurs (électricité, gaz, etc.). Les données énergétiques sont issues du Service des données et études statistiques (SDES) pour l’électricité et le gaz naturel et des Rapports annuels pour le réseau de chaleur et de froid, ainsi que des données indirectes pour le fioul et la biomasse."
fiches-essences-du-guide-des-essences-de-paris,Fiches Essences du Guide des Essences de Paris,Environnement,"DEVE,Essences,Arbres",,,,Open Database License (ODbL),2026-04-27,200,"Souhaitez-vous en savoir davantage sur certaines essences d’arbres actuellement plantées à Paris, ou d’avenir pour Paris ? Êtes-vous prêt à chercher quelles essences sont adaptées à votre projet de plantation ? Ces fiches essences ont pour objectif de faciliter le choix et la diversification des essences pouvant être envisagées pour chaque projet de plantation d’arbres en fonction de différents critères."
indicateur-dlh-renovation,Rénovation des logements,,,Direction du Logement et de l'Habitat - Ville de Paris,,ANNUAL,Open Database License (ODbL),2026-04-17,339,"La Ville de Paris accompagne depuis 2014 la rénovation globale de copropriétés parisiennes à travers plusieurs dispositifs dont le programme Eco renovons Paris pour la massification de la rénovation sur l’ensemble du territoire parisien. Éco-rénovons Paris est un dispositif innovant et unique en France qui vise à poursuivre et à accentuer l’aide à la rénovation énergétique et environnementale des copropriétés parisiennes. Il permet de répondre aux enjeux liés à l’adaptation au changement climatique, à l’empreinte carbone de la rénovation énergétique et au développement des EnR. La ville de Par"
energies-consommation-energetique-des-batiments-occupes-par-l-administration-par,Energies - Consommation énergétique des bâtiments occupés par l’administration parisienne,Environnement,"Energies,Chauffage,Climatisation,Bâtiment,Climat,DTEC,OBS-TES",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,ANNUAL,Open Database License (ODbL),2026-04-16,16,"Ce jeu de données présente la consommation annuelle énergétique des bâtiments que la Ville de Paris occupe et pour lesquels elle a souscrit des contrats de fourniture d’énergie (électricité, gaz, réseau de chaleur, réseau de froid, et fioul). Cet indicateur ne comprend pas la production d’énergie renouvelable à l’échelle du bâtiment (ex : production d’électricité par des panneaux photovoltaïques). Source : Direction Constructions Publiques et Architecture (DCPA) qui fournit le nombre d’équipement sur lesquels les chiffres de consommation reposent et les consommations par fluides."
evaluation-climat-budget_par_politique_publique,Evaluation Climat du budget de la collectivité par politique publique,Environnement,"Climat,plan climat,budget,bilan comptable,compte administratif,OBS-TES,DTEC",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,ANNUAL,Open Database License (ODbL),2026-04-16,54,"Jeu de données présentant les résultats de l’évaluation climat du budget, décomposés par politique publique de la Ville. La démarche d’évaluation climat du budget de la Ville de Paris repose sur une méthodologie portée par l’Institut de l’économie pour le climat (I4CE) . Elle permet de classer les dépenses de fonctionnement et d’investissement de la collectivité en fonction de leur impact - favorable, défavorable, neutre ou indéfini - sur l’atténuation des émissions de gaz à effet de serre (GES). Entreprise pour la première fois en 2020 sur le compte administratif (CA) de 2019, l’évaluation cl"
evaluation-climat-du-budget-d-ela-collectivite,Evaluation Climat du budget de la collectivité - Vue globale,Environnement,"Climat,plan climat,budget,bilan comptable,compte administratif,DTEC",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,ANNUAL,Open Database License (ODbL),2026-04-15,8,"Jeu de données permettant d'analyser le budget de la collectivité sous le prisme du climat, reposant sur une méthodologie partagée d'évaluation des budgets des collectivités territoriales. La démarche d’évaluation climat du budget de la Ville de Paris repose sur une méthodologie portée par l’Institut de l’économie pour le climat (I4CE) . Elle permet de classer les dépenses de fonctionnement et d’investissement de la collectivité en fonction de leur impact - favorable, défavorable, neutre ou indéfini - sur l’atténuation des émissions de gaz à effet de serre (GES). Entreprise pour la première fo"
dechets-menagers-points-dapport-volontaire-conteneur-textile,Déchets ménagers - Points d'apport volontaire - Conteneur textile,Environnement,"Point de collecte,Tri,Equipements,Textile",Refashion - organisme de la Filière Textile,,DAILY,Licence Ouverte (Etalab),2026-04-09,258,"Localisation des points de collecte en apport volontaire destinés au textile. Ne jetez pas vos vêtements, foulards, gants et bonnets, draps et serviettes, nappes et mouchoirs, chaussures de ville et de sport, tongs et sandales…, même usés, ils peuvent servir et être valorisés ! Trois opérateurs de la collecte des textiles, Le Relais 75, Le Relais Val-de-Seine et Ecotextile, mettent à votre disposition plus de 300 conteneurs sur le territoire parisien. Les textiles, linges et chaussures déposés sont ensuite triés, et soit revendus pour être réemployés, soit recyclés. Plus d'informations sur Par"
